studyYear,studyName,studyDescription,studyDesign,plantingDate,harvestDate,locationName,germplasmName,replicate,blockNumber,plotNumber,rowNumber,colNumber,entryType,Yield|LSU_01:0000138
2021,21CLPYL-T1,21CLPYL-T1,RCBD,2021-March-09,2021-July-27,Rice Research Station_LA_SW,212L1001,1,1,346,14,5,test,7819.284503
2021,21CLPYL-T1,21CLPYL-T1,RCBD,2021-March-09,2021-July-27,Rice Research Station_LA_SW,212L1002,1,1,315,13,15,test,9390.162572
2021,21CLPYL-T1,21CLPYL-T1,RCBD,2021-March-09,2021-July-27,Rice Research Station_LA_SW,212L1003,1,1,352,15,2,test,8000.886185
2021,21CLPYL-T1,21CLPYL-T1,RCBD,2021-March-09,2021-July-27,Rice Research Station_LA_SW,212L1004,1,1,51,3,1,test,8833.764876
2021,21CLPYL-T1,21CLPYL-T1,RCBD,2021-March-09,2021-July-27,Rice Research Station_LA_SW,212L1005,1,1,197,8,4,test,2375.901464
2021,21CLPYL-T1,21CLPYL-T1,RCBD,2021-March-09,2021-July-27,Rice Research Station_LA_SW,212L1006,1,1,82,4,19,test,10148.13101
2021,21CLPYL-T1,21CLPYL-T1,RCBD,2021-March-09,2021-July-27,Rice Research Station_LA_SW,212L1007,1,1,280,12,21,test,7729.719566
2021,21CLPYL-T1,21CLPYL-T1,RCBD,2021-March-09,2021-July-27,Rice Research Station_LA_SW,212L1008,1,1,86,4,15,test,6617.899437
2021,21CLPYL-T1,21CLPYL-T1,RCBD,2021-March-09,2021-July-27,Rice Research Station_LA_SW,212L1009,1,1,202,9,2,test,7114.88284
2021,21CLPYL-T1,21CLPYL-T1,RCBD,2021-March-09,2021-July-27,Rice Research Station_LA_SW,212L1010,1,1,340,14,11,test,9588.506277
2021,21CLPYL-T1,21CLPYL-T1,RCBD,2021-March-09,2021-July-27,Rice Research Station_LA_SW,212L1011,1,1,11,1,11,test,4131.105947
2021,21CLPYL-T1,21CLPYL-T1,RCBD,2021-March-09,2021-July-27,Rice Research Station_LA_SW,212L1012,1,1,200,8,1,test,8207.41694
2021,21CLPYL-T1,21CLPYL-T1,RCBD,2021-March-09,2021-July-27,Rice Research Station_LA_SW,212L1013,1,1,211,9,11,test,5963.961609
2021,21CLPYL-T1,21CLPYL-T1,RCBD,2021-March-09,2021-July-27,Rice Research Station_LA_SW,212L1014,1,1,140,6,11,test,6754.973284
2021,21CLPYL-T1,21CLPYL-T1,RCBD,2021-March-09,2021-July-27,Rice Research Station_LA_SW,212L1015,1,1,294,12,7,test,8796.252705
